,decile1b,decile3,id,decile1,sex,race,cluster,lsat,ugpa,zfygpa,dob_yr,grad,zgpa,bar1,bar1_yr,bar2,bar2_yr,fulltime,fam_inc,age,gender,parttime,male,race1,race2,dropout,other,asian,black,hisp,pass_bar,bar,tier,index604,indxgrp,indxgrp2
6411,7.0,8.0,6412,7.0,2,7,3,43,2.6,0.31,68,Y,0.81,P,7,P,94,1,4,-61,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,781.052609,g 700+,h 760-820
6412,8.0,9.0,6413,8.0,2,7,1,42,3.6,0.77,66,Y,0.88,P,7,P,94,1,2,-59,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,4,865.263136,g 700+,i 820+
6413,7.0,6.0,6414,7.0,2,7,2,34.5,2.8,0.46,67,Y,-0.04,P,7,P,94,1,4,-60,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,2,666.8420884999999,f 640-700,f 640-700
6414,,,6415,8.0,2,7,5,43,3.6,0.79,68,Y, ,P,2,P,96,1,3,-66,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,6,881.052609,g 700+,i 820+
6415,,,6416,,1,7,6,27,2.8, ,68,Y, ,P,7,P,94,1,3,-61,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,1,548.421041,d 520-580,d 520-580
6416,6.0,7.0,6417,6.0,1,7,1,43,3,0.18,62,Y,0.32,P,7,P,94,1,3,-55,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,4,821.052609,g 700+,i 820+
6417,4.0,2.0,6418,4.0,1,6,1,30,3.1,-0.23,69,Y,-1.32,, ,, ,1,4, ,female,0,0,hisp,c other,NO,0,0,0,0, ,d Never took bar,4,625.78946,e 580-640,e 580-640
6418,8.0,9.0,6419,8.0,2,7,1,47,2.9,0.79,67,Y,0.95,P,7,P,94, ,4,-60,male, ,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,4,874.210501,g 700+,i 820+
6419,5.0,4.0,6420,5.0,1,7,4,29,3,0,61,Y,-0.46,P,7,P,94,1,5,-54,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,5,599.9999869999999,e 580-640,e 580-640
6420,,,6421,,2,4,3,36,2.3, ,67,O, ,, ,, ,1,4, ,male,0,1,hisp,c other,YES,0,0,0,0, ,e non-Grad,3,640.526298,f 640-700,f 640-700
6421,9.0,8.0,6422,9.0,1,7,3,40,2.8,0.98,68,Y,0.64,P,2,P,95,1,4,-66,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,753.68419,g 700+,g 700-760
6422,8.0,4.0,6423,8.0,2,7,2,37,2.1,0.57,67,Y,-0.33,P,7,P,94,1,4,-60,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,2,636.315771,e 580-640,e 580-640
6423,3.0,3.0,6424,4.0,1,8,1,30,3.5,-0.47,68,Y,-0.85,P,2,P,95,1,3,-66,female,0,0,other,c other,NO,1,0,0,0,1,a Passed 1st time,4,665.78946,f 640-700,f 640-700
6424,7.0,8.0,6425,7.0,1,7,5,38,3.8,0.48,68,Y,0.77,P,7,P,94,1,4,-61,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,6,822.105244,g 700+,i 820+
6425,9.0,7.0,6426,9.0,2,7,3,35,3.5,0.89,68,Y,0.39,P,7,P,94,1,4,-61,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,744.736825,g 700+,g 700-760
6426,9.0,7.0,6427,9.0,1,7,3,41,3.1,1.04,69,Y,0.51,P,7,P,94,1,4,-62,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,799.473663,g 700+,h 760-820
6427,3.0,2.0,6428,4.0,2,7,1,48,2.5,-0.51,66,Y,-0.96,F,7,P,96,1,4,-59,male,0,1,white,b white,NO,0,0,0,0,1,b Passed 2nd time,4,849.999974,g 700+,i 820+
6428,5.0,5.0,6429,5.0,1,7,4,42,3.4,-0.08,66,Y,-0.07,P,7,P,94,1,3,-59,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,5,845.2631359999999,g 700+,i 820+
6429,4.0,4.0,6430,4.0,1,7,4,39,3.4,-0.41,69,Y,-0.32,P,7,P,94,1,3,-62,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,5,797.8947169999999,g 700+,h 760-820
6430,9.0,9.0,6431,9.0,1,7,3,35.5,3.5,0.91,67,Y,1.07,P,7,P,94,1,4,-60,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,752.6315615,g 700+,g 700-760
6431,1.0,2.0,6432,2.0,2,7,3,36,2.8,-1.13,69,Y,-1.14,P,7,P,94,1, ,-62,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,690.526298,f 640-700,f 640-700
6432,3.0,3.0,6433,3.0,2,7,3,35,2.6,-0.53,68,Y,-0.65,P,7,P,94,1,3,-61,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,654.736825,f 640-700,f 640-700
6433,,,6434,,1,5,3,28,2.1, ,62,Y, ,P,7,P,94,1,3,-55,female,0,0,hisp,c other,NO,0,0,0,0,1,a Passed 1st time,3,494.210514,c 460-520,c 460-520
6434,10.0,10.0,6435,10.0,1,2,3,32, ,1.41,67,Y,1.45,P,7,P,94,1,4,-60,female,0,0,asian,c other,NO,0,1,0,0,1,a Passed 1st time,3, ,a under 400,a under 400
6435,,,6436,1.0,2,7,2,44,2.2,-1.86,65,O, ,, ,, ,2,4, ,male,1,1,white,b white,YES,0,0,0,0, ,e non-Grad,2,756.842082,g 700+,g 700-760
6436,9.0,7.0,6437,9.0,2,5,4,40,2.9,1.26,56,Y,0.4,P,2,P,96,2,3,-54,male,1,1,hisp,c other,NO,0,0,0,0,1,a Passed 1st time,5,763.68419,g 700+,h 760-820
6437,9.0,8.0,6438,9.0,2,7,4,48, ,1.03,50,Y,0.69,, ,, ,2,5, ,male,1,1,white,b white,NO,0,0,0,0, ,d Never took bar,5, ,a under 400,a under 400
6438,,,6439,,1,7,3,28,3.8, ,67,O, ,, ,, ,1,4, ,female,0,0,white,b white,YES,0,0,0,0, ,e non-Grad,3,664.210514,f 640-700,f 640-700
6439,3.0,3.0,6440,3.0,1,7,3,35.5,3,-0.67,61,Y,-0.77,P,7,P,94,2,2,-54,female,1,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,702.6315615,g 700+,g 700-760
6440,5.0,5.0,6441,5.0,2,7,1,40,2.8,0.04,66,Y,-0.23,P,7,P,94,1,2,-59,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,4,753.68419,g 700+,g 700-760
6441,7.0,5.0,6442,7.0,2,7,4,43,3.7,0.28,68,Y,0.02,P,7,P,94,1,5,-61,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,5,891.052609,g 700+,i 820+
6442,,,6443,,2,7,5,46,3.9, ,67,Y,0,P,7,P,95,1,4,-60,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,6,958.421028,g 700+,i 820+
6443,,,6444,,2,7,1, ,3.1, ,47,Y, ,F,7,F,94,1,1,-40,male,0,1,white,b white,NO,0,0,0,0,0,c Failed,4, ,a under 400,a under 400
6444,,,6445,,2,7,1,38,3.2, ,54,Y, ,P,7,P,94,1,3,-47,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,4,762.105244,g 700+,h 760-820
6445,3.0,3.0,6446,3.0,1,7,4,44,3.4,-0.62,68,Y,-0.67,P,2,P,94,1,4,-66,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,5,876.842082,g 700+,i 820+
6446,2.0,3.0,6447,3.0,2,7,4,44,3.5,-0.78,59,Y,-0.7,P,7,P,94,1,4,-52,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,5,886.842082,g 700+,i 820+
6447,7.0,8.0,6448,7.0,2,7,4,40,3.4,0.38,68,Y,0.63,P,7,P,94,1,4,-61,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,5,813.68419,g 700+,h 760-820
6448,5.0,5.0,6449,5.0,2,7,3,40,2.9,-0.08,57,Y,-0.13,P,7,P,94,1,4,-50,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,763.68419,g 700+,h 760-820
6449,6.0,6.0,6450,6.0,2,7,5,39,2.9,0.29,68,Y,0.15,P,7,P,94,1,4,-61,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,6,747.8947169999999,g 700+,g 700-760
6450,,,6451,1.0,2,7,3,29,2.6,-1.94,68,O, ,, ,, ,1,4, ,male,0,1,white,b white,YES,0,0,0,0, ,e non-Grad,3,559.999987,d 520-580,d 520-580
6451,1.0,1.0,6452,1.0,1,7,3,38,2.6,-1.4,47,Y,-1.6,P,7,P,94,1,3,-40,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,702.105244,g 700+,g 700-760
6452,2.0,1.0,6453,2.0,1,7,1,37,2.9,-1.13,68,Y,-1.47,F,7,P,95,1,5,-61,female,0,0,white,b white,NO,0,0,0,0,1,b Passed 2nd time,4,716.3157709999999,g 700+,g 700-760
6453,5.0,5.0,6454,5.0,1,7,4,45,3.3,-0.18,56,Y,-0.16,P,7,P,94,1,3,-49,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,5,882.6315549999999,g 700+,i 820+
6454,10.0,9.0,6455,10.0,1,7,1,39,3.7,1.36,61,Y,1.22,P,7,P,94,1,3,-54,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,4,827.894717,g 700+,i 820+
6455,1.0,1.0,6456,1.0,2,3,5,30,2.8,-1.85,65,Y,-1.73,P,7,P,94,1,2,-58,male,0,1,black,a black,NO,0,0,1,0,1,a Passed 1st time,6,595.78946,e 580-640,e 580-640
6456,2.0,2.0,6457,2.0,2,7,4,41,3.3,-0.9,68,Y,-1.25,P,7,P,94,1,5,-61,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,5,819.473663,g 700+,h 760-820
6457,1.0,2.0,6458,2.0,2,3,4,32,2.4,-1.17,66,Y,-1.16,P,2,P,94,1,3,-64,male,0,1,black,a black,NO,0,0,1,0,1,a Passed 1st time,5,587.3684059999999,e 580-640,e 580-640
6458,5.0,7.0,6459,5.0,2,7,1,40,3.4,-0.11,65,Y,0.55,P,7,P,94,1,4,-58,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,4,813.68419,g 700+,h 760-820
6459,3.0,1.0,6460,3.0,2,7,4,37,3.4,-0.56,60,Y,-1.82,F,2,F,96,2,2,-58,male,1,1,white,b white,NO,0,0,0,0,0,c Failed,5,766.3157709999999,g 700+,h 760-820
6460,6.0,5.0,6461,6.0,1,7,3,34,3.5,0.19,64,Y,-0.12,P,7,P,95,2,2,-57,female,1,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,728.9473519999999,g 700+,g 700-760
6461,7.0,6.0,6462,7.0,1,7,3,32,3.3,0.48,66,Y,0.19,F,7,P,95,1,3,-59,female,0,0,white,b white,NO,0,0,0,0,1,b Passed 2nd time,3,677.3684059999999,f 640-700,f 640-700
6462,10.0,10.0,6463,10.0,2,7,4,48,3.9,2.28,68,Y,1.76,P,7,P,94,1,5,-61,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,5,989.999974,g 700+,i 820+
6463,3.0,2.0,6464,3.0,2,7,1,40,3.8,-0.68,67,Y,-1.12,F,2,P,95,1,3,-65,male,0,1,white,b white,NO,0,0,0,0,1,b Passed 2nd time,4,853.68419,g 700+,i 820+
6464,3.0,3.0,6465,4.0,2,7,4,44,3.2,-0.49,60,Y,-0.7,P,7,P,94,1,5,-53,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,5,856.842082,g 700+,i 820+
6465,5.0,2.0,6466,5.0,2,7,4,41,3.1,-0.2,68,Y,-1.08,P,7,P,94,1, ,-61,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,5,799.473663,g 700+,h 760-820
6466,7.0,8.0,6467,8.0,1,7,3,35,3.4,0.56,68,Y,0.83,P,7,P,94,1,4,-61,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,734.736825,g 700+,g 700-760
6467,2.0,2.0,6468,2.0,2,7,1,41,3,-0.98,69,Y,-1.14,P,7,P,94,1,4,-62,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,4,789.473663,g 700+,h 760-820
6468,6.0,6.0,6469,6.0,1,7,3,36,2.9,0.1,62,Y,0.04,P,7,P,95,2,3,-55,female,1,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,700.526298,g 700+,g 700-760
6469,5.0,5.0,6470,5.0,2,7,1,40,3.2,-0.11,65,Y,-0.12,P,7,P,94,1,4,-58,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,4,793.6841900000001,g 700+,h 760-820
6470,6.0,5.0,6471,7.0,2,7,1,35,3.4,0.3,68,Y,-0.07,P,7,P,94,1,3,-61,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,4,734.736825,g 700+,g 700-760
6471,6.0,6.0,6472,6.0,1,7,3,25,3.8,0.25,69,Y,0.22,P,2,P,94,1,3,-67,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,616.842095,e 580-640,e 580-640
6472,10.0,10.0,6473,10.0,1,7,1,37,3.4,1.81,65,Y,1.64,P,7,P,94,1,3,-58,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,4,766.3157709999999,g 700+,h 760-820
6473,4.0,4.0,6474,4.0,2,7,3,35,2.3,-0.35,66,Y,-0.38,P,7,P,94,1,3,-59,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,624.736825,e 580-640,e 580-640
6474,9.0,8.0,6475,9.0,1,7,4,35,2.8,0.97,69,Y,0.63,P,7,P,94,1,4,-62,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,5,674.736825,f 640-700,f 640-700
6475,8.0,7.0,6476,8.0,2,7,4,37,3.4,0.58,69,Y,0.41,P,7,P,94,1,3,-62,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,5,766.3157709999999,g 700+,h 760-820
6476,,,6477,2.0,2,7,3,42,2.8,-1.09,63,O, ,, ,, ,1,3, ,male,0,1,white,b white,YES,0,0,0,0, ,e non-Grad,3,785.2631359999999,g 700+,h 760-820
6477,,,6478,1.0,2,3,2,25,2.6,-2.6,53,O, ,, ,, ,2,3, ,male,1,1,black,a black,YES,0,0,1,0, ,e non-Grad,2,496.84209500000003,c 460-520,c 460-520
6478,4.0,5.0,6479,4.0,2,7,3,31,2.4,-0.28,66,Y,-0.21,P,7,P,94,2,5,-59,male,1,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,571.578933,d 520-580,d 520-580
6479,3.0,3.0,6480,3.0,1,7,3,36,2.9,-0.67,65,Y,-0.7,P,7,P,94,1,1,-58,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,700.526298,g 700+,g 700-760
6480,,,6481,,2,7,5,43,3.6, ,69,Y,0,P,7,P,94,1,4,-62,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,6,881.052609,g 700+,i 820+
6481,4.0,4.0,6482,4.0,2,7,3,38,2.6,-0.33,67,Y,-0.51,F,7,F,95,1,4,-60,male,0,1,white,b white,NO,0,0,0,0,0,c Failed,3,702.105244,g 700+,g 700-760
6482,9.0,10.0,6483,9.0,2,7,3,41,2.9,1.22,63,Y,1.55,P,7,P,94,1,4,-56,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,779.473663,g 700+,h 760-820
6483,3.0,3.0,6484,3.0,1,7,4,36,3,-0.57,67,Y,-0.76,F,7,P,96,1,4,-60,female,0,0,white,b white,NO,0,0,0,0,1,b Passed 2nd time,5,710.526298,g 700+,g 700-760
6484,,,6485,,2,2,5,29,4, ,58,Y, ,P,7,P,94,1, ,-51,male,0,1,asian,c other,NO,0,1,0,0,1,a Passed 1st time,6,699.9999869999999,f 640-700,f 640-700
6485,2.0,2.0,6486,2.0,1,3,5,42,2.9,-1.07,66,Y,-1.11,P,7,P,94,1,4,-59,female,0,0,black,a black,NO,0,0,1,0,1,a Passed 1st time,6,795.2631359999999,g 700+,h 760-820
6486,2.0,6.0,6487,3.0,2,4,3,30,3.2,-0.79,63,Y,0.24,, ,, ,1,3, ,male,0,1,hisp,c other,NO,0,0,0,0, ,d Never took bar,3,635.78946,e 580-640,e 580-640
6487,1.0,1.0,6488,2.0,2,7,5,42,3.6,-1.21,68,Y,-1.8,P,7,P,94,1,4,-61,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,6,865.263136,g 700+,i 820+
6488,10.0,10.0,6489,10.0,2,7,1,36,3.7,2.38,67,Y,1.95,P,7,P,94,1,4,-60,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,4,780.526298,g 700+,h 760-820
6489,2.0,2.0,6490,2.0,1,7,4,35,3.1,-0.83,61,Y,-0.9,P,7,P,94,1,3,-54,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,5,704.736825,g 700+,g 700-760
6490,,,6491,,2,7,3,42,3, ,68,Y, ,P,2,P,95,1,3,-66,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,805.263136,g 700+,h 760-820
6491,,,6492,,2,7,4,37,3.2, ,69,Y, ,P,7,P,94,1,3,-62,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,5,746.315771,g 700+,g 700-760
6492,2.0,2.0,6493,3.0,2,7,2,30,2.5,-0.8,50,Y,-1.13,, ,, ,2,3, ,male,1,1,white,b white,NO,0,0,0,0, ,d Never took bar,2,565.78946,d 520-580,d 520-580
6493,6.0,3.0,6494,6.0,1,7,3,40,3.2,0.06,57,Y,-0.75,F,2,F,95,1,3,-55,female,0,0,white,b white,NO,0,0,0,0,0,c Failed,3,793.6841900000001,g 700+,h 760-820
6494,,,6495,,1,7,4,40,3.5, ,69,Y, ,P,7,P,94,1,3,-62,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,5,823.68419,g 700+,i 820+
6495,5.0,7.0,6496,5.0,1,7,4,33,3.4,-0.07,47,Y,0.51,P,7,P,95,2,2,-40,female,1,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,5,703.157879,g 700+,g 700-760
6496,1.0,1.0,6497,1.0,1,3,4, ,2.9,-1.42,63,Y,-1.41,F,7,P,95,1,2,-56,female,0,0,black,a black,NO,0,0,1,0,1,b Passed 2nd time,5, ,a under 400,a under 400
6497,6.0,5.0,6498,7.0,2,7,3,32.5,3.1,0.28,68,Y,-0.06,P,7,P,94,1,2,-61,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,665.2631425,f 640-700,f 640-700
6498,10.0,10.0,6499,10.0,2,7,1,39,3.3,1.79,58,Y,1.6,P,7,P,94,1,3,-51,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,4,787.8947169999999,g 700+,h 760-820
6499,8.0,6.0,6500,8.0,1,7,3,31,3.1,0.78,66,Y,-0.02,P,6,P,94,1,3,-60,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,641.578933,f 640-700,f 640-700
6500,5.0,6.0,6501,5.0,2,7,4,47,3.7,-0.03,60,Y,0.24,P,7,P,94,1,4,-53,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,5,954.210501,g 700+,i 820+
6501,2.0,4.0,6502,3.0,1,7,2,33,3.2,-0.85,69,Y,-0.54,P,2,P,95,1,4,-67,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,2,683.157879,f 640-700,f 640-700
6502,4.0,5.0,6503,5.0,2,7,6,27.7,2.6,-0.15,67,Y,-0.19,F,7,F,94,1,4,-60,male,0,1,white,b white,NO,0,0,0,0,0,c Failed,1,539.4736721,d 520-580,d 520-580
6503,2.0,3.0,6504,2.0,2,7,3,28.5,3.2,-0.94,66,Y,-0.63,P,7,P,94,1,4,-59,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,612.1052505,e 580-640,e 580-640
6504,2.0,3.0,6505,3.0,1,7,3,37,2.4,-0.76,68,Y,-0.84,P,7,P,95,2,4,-61,female,1,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,666.3157709999999,f 640-700,f 640-700
6505,2.0,1.0,6506,2.0,2,3,4,28,3.3,-1.11,63,Y,-1.49,, ,, ,2,4, ,male,1,1,black,a black,NO,0,0,1,0, ,d Never took bar,5,614.210514,e 580-640,e 580-640
6506,8.0,8.0,6507,8.0,1,2,4,39,3.4,0.78,67,Y,0.55,P,7,P,94,1,3,-60,female,0,0,asian,c other,NO,0,1,0,0,1,a Passed 1st time,5,797.8947169999999,g 700+,h 760-820
6507,8.0,10.0,6508,8.0,2,7,1,39,2.9,0.63,62,Y,1.38,P,7,P,94,1,4,-55,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,4,747.8947169999999,g 700+,g 700-760
6508,1.0,1.0,6509,1.0,1,7,5,39,3.6,-1.85,68,Y,-1.83,P,7,P,94,1,4,-61,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,6,817.894717,g 700+,h 760-820
6509,7.0,7.0,6510,7.0,2,7,3,38,3.9,0.43,40,Y,0.33,P,7,P,94,1,3,-33,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,832.105244,g 700+,i 820+
6510,1.0,1.0,6511,1.0,2,3,4,19,2.4,-1.26,66,Y,-1.91,F,2,F,95,2,3,-64,male,1,1,black,a black,NO,0,0,1,0,0,c Failed,5,382.105257,a under 400,a under 400
6511,8.0,9.0,6512,8.0,1,7,1,41,3.9,0.87,60,Y,0.96,P,7,P,94,1,4,-53,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,4,879.473663,g 700+,i 820+
6512,6.0,7.0,6513,6.0,1,7,3,38,2.7,0.17,67,Y,0.46,P,2,P,95,1,3,-65,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,712.105244,g 700+,g 700-760
6513,1.0,1.0,6514,1.0,2,7,3,30,3.1,-1.79,70,Y,-1.48,P,7,P,94,1,4,-63,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,625.78946,e 580-640,e 580-640
6514,8.0,6.0,6515,8.0,2,7,4,32,3.1,0.78,58,Y,0.15,F,7,F,95,2,3,-51,male,1,1,white,b white,NO,0,0,0,0,0,c Failed,5,657.368406,f 640-700,f 640-700
6515,,,6516,3.0,1,7,5,44,3.5,-0.69,69,Y, ,P,7,P,94,1,5,-62,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,6,886.842082,g 700+,i 820+
6516,10.0,9.0,6517,10.0,2,7,4,43,4,1.47,68,Y,1.29,P,7,P,94,1,5,-61,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,5,921.052609,g 700+,i 820+
6517,1.0,1.0,6518,1.0,1,3,2,26,2.8,-1.62,70,Y,-2.23,F,7,F,94,1,4,-63,female,0,0,black,a black,NO,0,0,1,0,0,c Failed,2,532.631568,d 520-580,d 520-580
6518,7.0,5.0,6519,7.0,1,7,1,34,3.8,0.44,69,Y,0,P,7,P,94,1,4,-62,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,4,758.9473519999999,g 700+,g 700-760
6519,,,6520,,2,7,5,47,3.5, ,69,Y, ,P,7,P,95,1,4,-62,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,6,934.210501,g 700+,i 820+
6520,9.0,10.0,6521,9.0,2,7,1,37,3.6,1.14,68,Y,1.46,P,7,P,94,1,4,-61,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,4,786.315771,g 700+,h 760-820
6521,,,6522,,2,7,5,46,4, ,66,Y,0,P,7,P,94,1,2,-59,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,6,968.421028,g 700+,i 820+
6522,6.0,5.0,6523,6.0,2,7,1,38,3.2,0.26,63,Y,-0.22,P,7,P,94,1,3,-56,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,4,762.105244,g 700+,h 760-820
6523,1.0,1.0,6524,2.0,1,3,1,26,3.2,-1.15,70,Y,-1.44,, ,, ,1,2, ,female,0,0,black,a black,NO,0,0,1,0, ,d Never took bar,4,572.631568,d 520-580,d 520-580
6524,5.0,4.0,6525,5.0,1,7,3,36,3.2,-0.14,66,Y,-0.3,P,2,P,94,1,4,-64,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,730.526298,g 700+,g 700-760
6525,10.0,10.0,6526,10.0,2,7,3,39,3.5,2.34,68,Y,2.5,P,7,P,94,1,5,-61,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,807.8947169999999,g 700+,h 760-820
6526,2.0,3.0,6527,2.0,2,7,3,40,3.1,-1.03, ,Y,-0.62,, ,, ,2,3, ,male,1,1,white,b white,NO,0,0,0,0, ,d Never took bar,3,783.6841900000001,g 700+,h 760-820
6527,4.0,4.0,6528,4.0,1,7,3,34,2.9,-0.38,68,Y,-0.49,F,7,P,95,1,3,-61,female,0,0,white,b white,NO,0,0,0,0,1,b Passed 2nd time,3,668.9473519999999,f 640-700,f 640-700
6528,8.0,9.0,6529,8.0,2,7,3,34,3.8,0.81,56,Y,1.05,P,7,P,94,1,2,-49,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,758.9473519999999,g 700+,g 700-760
6529,,,6530,,2,7,1,32,3.9, ,63,O, ,, ,, ,1,4, ,male,0,1,white,b white,YES,0,0,0,0, ,e non-Grad,4,737.3684059999999,g 700+,g 700-760
6530,10.0,8.0,6531,10.0,2,7,4,39,3.3,1.34,67,Y,0.83,P,7,P,95,2,3,-60,male,1,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,5,787.8947169999999,g 700+,h 760-820
6531,7.0,6.0,6532,7.0,1,7,2,27.5,3.8,0.46,60,Y,0.02,P,7,P,94,2,4,-53,female,1,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,2,656.3157775,f 640-700,f 640-700
6532,3.0,6.0,6533,3.0,2,7,3,34,4,-0.62,69,Y,0.06,P,7,P,94,1,4,-62,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,778.9473519999999,g 700+,h 760-820
6533,4.0,3.0,6534,4.0,2,7,5,47,3.7,-0.32,69,Y,-0.67,P,7,P,94,1,4,-62,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,6,954.210501,g 700+,i 820+
6534,2.0,2.0,6535,2.0,1,7,1,33,3.3,-0.92,68,Y,-1.2,P,2,P,95,1,3,-66,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,4,693.157879,f 640-700,f 640-700
6535,2.0,1.0,6536,2.0,2,7,3, ,2.3,-0.97,42,Y,-1.7,, ,, ,1,3, ,male,0,1,white,b white,NO,0,0,0,0, ,d Never took bar,3, ,a under 400,a under 400
6536,1.0,1.0,6537,1.0,2,4,4,39,3,-1.55,67,Y,-1.31,P,7,P,94,1,3,-60,male,0,1,hisp,c other,NO,0,0,0,0,1,a Passed 1st time,5,757.8947169999999,g 700+,g 700-760
6537,6.0,8.0,6538,6.0,2,7,1,40,3.1,0.2,66,Y,0.66,, ,, ,1,3, ,male,0,1,white,b white,NO,0,0,0,0, ,d Never took bar,4,783.6841900000001,g 700+,h 760-820
6538,2.0,2.0,6539,2.0,2,4,4,35,2.5,-0.98,62,Y,-1.11,F,7,F,94,1,2,-55,male,0,1,hisp,c other,NO,0,0,0,0,0,c Failed,5,644.736825,f 640-700,f 640-700
