,Unnamed: 0,population,householdsize,racepctblack,racePctWhite,racePctAsian,racePctHisp,agePct12t21,agePct12t29,agePct16t24,agePct65up,numbUrban,pctUrban,medIncome,pctWWage,pctWFarmSelf,pctWInvInc,pctWSocSec,pctWPubAsst,pctWRetire,medFamInc,perCapInc,whitePerCap,blackPerCap,indianPerCap,AsianPerCap,OtherPerCap,HispPerCap,NumUnderPov,PctPopUnderPov,PctLess9thGrade,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,PctEmplManu,PctEmplProfServ,PctOccupManu,PctOccupMgmtProf,MalePctDivorce,MalePctNevMarr,FemalePctDiv,TotalPctDiv,PersPerFam,PctFam2Par,PctKids2Par,PctYoungKids2Par,PctTeen2Par,PctWorkMomYoungKids,PctWorkMom,NumIlleg,PctIlleg,NumImmig,PctImmigRecent,PctImmigRec5,PctImmigRec8,PctImmigRec10,PctRecentImmig,PctRecImmig5,PctRecImmig8,PctRecImmig10,PctSpeakEnglOnly,PctNotSpeakEnglWell,PctLargHouseFam,PctLargHouseOccup,PersPerOccupHous,PersPerOwnOccHous,PersPerRentOccHous,PctPersOwnOccup,PctPersDenseHous,PctHousLess3BR,MedNumBR,HousVacant,PctHousOccup,PctHousOwnOcc,PctVacantBoarded,PctVacMore6Mos,MedYrHousBuilt,PctHousNoPhone,PctWOFullPlumb,OwnOccLowQuart,OwnOccMedVal,OwnOccHiQuart,RentLowQ,RentMedian,RentHighQ,MedRent,MedRentPctHousInc,MedOwnCostPctInc,MedOwnCostPctIncNoMtg,NumInShelters,NumStreet,PctForeignBorn,PctBornSameState,PctSameHouse85,PctSameCity85,PctSameState85,LemasSwornFT,LemasSwFTPerPop,LemasSwFTFieldOps,LemasSwFTFieldPerPop,LemasTotalReq,LemasTotReqPerPop,PolicReqPerOffic,PolicPerPop,RacialMatchCommPol,PctPolicWhite,PctPolicBlack,PctPolicHisp,PctPolicAsian,PctPolicMinor,OfficAssgnDrugUnits,NumKindsDrugsSeiz,PolicAveOTWorked,LandArea,PopDens,PctUsePubTrans,PolicCars,PolicOperBudg,LemasPctPolicOnPatr,LemasGangUnitDeploy,LemasPctOfficDrugUn,PolicBudgPerPop,ViolentCrimesPerPop,Y,attr
393,393,0.03,0.49,0.26,0.61,0.05,0.32,0.48,0.59,0.41,0.3,0.0,0.0,0.2,0.61,0.34,0.27,0.37,0.35,0.27,0.2,0.22,0.27,0.16,0.12,0.33,0.15,0.19,0.05,0.49,0.46,0.52,0.28,0.35,0.49,0.22,0.36,0.39,0.34,0.67,0.4,0.75,0.74,0.56,0.52,0.52,0.57,0.45,0.27,0.42,0.01,0.23,0.02,0.54,0.62,0.72,0.85,0.39,0.39,0.41,0.44,0.71,0.4,0.38,0.35,0.5,0.49,0.53,0.31,0.44,0.6,0.0,0.08,0.45,0.34,0.35,0.52,0.73,0.67,0.56,0.1,0.1,0.11,0.19,0.2,0.23,0.22,0.36,0.41,0.5,0.01,0.0,0.3,0.68,0.4,0.6,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.11,0.03,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1
394,394,0.0,0.68,0.01,0.96,0.1,0.04,0.5,0.32,0.23,0.1,0.02,1.0,1.0,0.91,0.64,0.73,0.1,0.05,0.33,0.98,0.92,0.89,1.0,0.6,1.0,0.09,0.37,0.0,0.02,0.07,0.09,0.75,0.14,0.7,0.31,0.28,0.1,0.74,0.16,0.18,0.13,0.14,0.59,1.0,0.97,0.94,0.98,0.35,0.26,0.0,0.03,0.0,0.54,0.52,0.48,0.51,0.13,0.11,0.09,0.09,0.93,0.03,0.18,0.23,0.75,0.71,0.64,0.98,0.04,0.02,1.0,0.01,0.82,0.97,0.04,0.56,0.9,0.01,0.0,0.41,0.48,0.6,0.41,0.45,0.67,0.56,0.33,0.54,0.29,0.0,0.0,0.1,0.42,0.37,0.38,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.08,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1
395,395,0.03,0.33,0.0,0.97,0.04,0.02,0.41,0.43,0.28,0.53,0.0,0.0,0.23,0.46,0.62,0.51,0.55,0.23,0.49,0.26,0.26,0.25,0.25,0.13,0.13,0.26,0.29,0.03,0.29,0.23,0.32,0.25,0.4,0.46,0.48,0.42,0.52,0.32,0.61,0.28,0.53,0.58,0.36,0.66,0.71,0.66,0.76,0.69,0.68,0.01,0.08,0.0,0.53,0.44,0.39,0.38,0.05,0.04,0.03,0.03,0.97,0.02,0.15,0.14,0.34,0.4,0.27,0.61,0.07,0.49,0.5,0.03,0.84,0.58,0.18,0.38,0.46,0.21,0.11,0.1,0.09,0.09,0.13,0.16,0.15,0.14,0.29,0.14,0.21,0.0,0.0,0.04,0.48,0.54,0.58,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.14,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1
396,396,0.14,1.0,0.0,0.77,0.02,1.0,0.72,0.65,0.45,0.26,0.16,1.0,0.07,0.5,0.28,0.16,0.43,1.0,0.19,0.05,0.04,0.03,0.21,0.13,0.44,0.18,0.19,0.39,1.0,1.0,0.98,0.18,1.0,0.19,0.3,0.47,0.47,0.35,0.28,0.53,0.48,0.41,1.0,0.53,0.47,0.6,0.54,0.23,0.09,0.09,0.35,0.19,0.26,0.3,0.36,0.46,0.53,0.54,0.58,0.69,0.0,1.0,1.0,1.0,1.0,1.0,0.97,0.46,1.0,0.67,0.0,0.14,0.62,0.46,0.42,0.42,0.71,1.0,1.0,0.04,0.04,0.06,0.1,0.14,0.16,0.12,0.62,0.45,0.42,0.02,0.01,0.86,0.61,0.66,0.83,0.76,0.02,0.1,0.97,0.14,0.03,0.12,0.34,0.1,1.0,0.0,0.0,1.0,0.0,1.0,0.03,0.14,0.67,0.08,0.3,0.13,0.05,0.02,0.89,0.0,0.5,0.07,1.0,1,-1
397,397,0.01,0.31,0.13,0.88,0.07,0.02,0.24,0.5,0.25,0.48,0.02,1.0,0.33,0.6,0.08,0.5,0.5,0.28,0.55,0.37,0.34,0.34,0.31,0.0,0.11,0.22,0.24,0.01,0.13,0.32,0.44,0.29,0.19,0.6,0.54,0.33,0.48,0.32,0.51,0.52,0.53,0.54,0.41,0.61,0.64,0.71,0.62,0.49,0.59,0.01,0.22,0.0,0.03,0.15,0.14,0.23,0.01,0.03,0.03,0.04,0.88,0.07,0.2,0.17,0.33,0.43,0.24,0.53,0.06,0.48,0.5,0.02,0.8,0.48,0.22,0.43,0.27,0.09,0.08,0.22,0.2,0.2,0.45,0.43,0.46,0.44,0.45,0.54,0.58,0.0,0.0,0.1,0.82,0.61,0.6,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.35,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1
398,398,0.01,0.39,0.42,0.64,0.06,0.04,0.72,0.81,0.76,0.43,0.03,1.0,0.25,0.56,0.16,0.41,0.51,0.26,0.44,0.29,0.3,0.34,0.24,0.17,0.16,0.22,0.35,0.02,0.32,0.39,0.45,0.42,0.16,0.49,0.13,0.5,0.34,0.44,0.67,0.67,0.54,0.62,0.34,0.38,0.4,0.53,0.39,0.6,0.67,0.02,0.54,0.0,0.67,0.59,0.61,0.67,0.14,0.1,0.1,0.1,0.94,0.07,0.21,0.15,0.25,0.32,0.28,0.21,0.12,0.71,0.0,0.03,0.7,0.21,0.26,0.26,0.52,0.52,0.24,0.22,0.24,0.29,0.4,0.41,0.42,0.42,0.54,0.41,0.32,0.01,0.14,0.08,0.58,0.36,0.17,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.15,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1
399,399,0.03,0.0,0.28,0.76,0.03,0.16,0.04,0.09,0.05,1.0,0.05,1.0,0.15,0.0,0.12,0.58,1.0,0.2,0.47,0.19,0.4,0.45,0.17,0.42,0.48,0.27,0.41,0.04,0.42,0.38,0.56,0.21,0.47,0.0,0.17,0.25,0.24,0.38,0.66,0.21,0.43,0.55,0.01,0.23,0.23,0.33,0.2,0.27,0.24,0.03,0.33,0.05,0.16,0.23,0.3,0.33,0.27,0.35,0.42,0.42,0.56,0.18,0.08,0.05,0.0,0.0,0.19,0.54,0.22,1.0,0.0,0.41,0.0,0.6,0.08,0.51,0.67,0.23,0.2,0.16,0.15,0.19,0.35,0.38,0.47,0.4,0.99,0.69,0.4,0.0,0.0,0.74,0.06,0.62,0.58,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.62,0.21,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1
400,400,0.07,0.36,0.35,0.71,0.04,0.02,0.4,0.5,0.34,0.49,0.08,1.0,0.18,0.41,0.1,0.4,0.54,0.56,0.57,0.22,0.23,0.24,0.2,0.16,0.88,0.09,0.21,0.08,0.47,0.38,0.53,0.19,0.58,0.28,0.67,0.35,0.67,0.29,0.66,0.49,0.68,0.69,0.4,0.42,0.43,0.46,0.48,0.45,0.41,0.04,0.38,0.01,0.15,0.17,0.16,0.16,0.03,0.03,0.02,0.02,0.92,0.04,0.2,0.17,0.32,0.37,0.29,0.51,0.07,0.54,0.5,0.09,0.69,0.49,0.57,0.56,0.29,0.55,0.2,0.05,0.05,0.07,0.15,0.17,0.16,0.18,0.43,0.18,0.39,0.02,0.0,0.08,0.78,0.55,0.76,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.15,0.07,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1
401,401,0.99,0.42,0.59,0.44,0.11,0.11,0.44,0.56,0.37,0.39,0.99,1.0,0.2,0.45,0.11,0.44,0.48,0.75,0.47,0.21,0.2,0.28,0.18,0.13,0.15,0.18,0.22,1.0,0.59,0.33,0.49,0.22,0.59,0.42,0.51,0.45,0.56,0.3,0.62,0.69,0.61,0.64,0.55,0.18,0.21,0.2,0.16,0.45,0.45,1.0,0.98,0.2,0.37,0.37,0.4,0.44,0.12,0.11,0.11,0.11,0.82,0.12,0.43,0.34,0.42,0.47,0.42,0.31,0.2,0.62,0.0,0.73,0.8,0.31,0.86,0.44,0.21,0.33,0.46,0.09,0.08,0.07,0.25,0.27,0.3,0.28,0.59,0.41,0.57,0.3,0.12,0.14,0.71,0.52,0.79,0.75,0.41,0.29,0.63,0.32,0.16,0.1,0.1,0.29,0.56,0.72,0.3,0.12,0.0,0.28,0.16,0.79,0.57,0.28,0.55,0.62,0.37,0.38,0.57,0.5,0.24,0.25,1.0,1,1
402,402,0.0,0.45,0.41,0.65,0.09,0.02,0.56,0.6,0.46,0.45,0.02,1.0,0.14,0.48,0.16,0.35,0.49,0.42,0.56,0.16,0.16,0.2,0.15,0.19,0.04,0.36,0.17,0.02,0.55,0.43,0.48,0.3,0.51,0.34,0.15,0.79,0.29,0.45,0.57,0.41,0.69,0.67,0.49,0.5,0.49,0.64,0.55,0.58,0.47,0.01,0.24,0.0,0.07,0.78,0.93,0.91,0.01,0.11,0.12,0.11,0.89,0.06,0.25,0.22,0.4,0.41,0.41,0.43,0.18,0.6,0.0,0.03,0.57,0.44,0.35,0.58,0.56,0.45,0.07,0.06,0.08,0.09,0.12,0.15,0.14,0.17,0.34,0.2,0.6,0.0,0.0,0.06,0.78,0.5,0.66,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.15,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1
403,403,0.0,0.76,0.2,0.45,0.01,0.87,0.55,0.52,0.34,0.35,0.02,1.0,0.21,0.58,0.12,0.2,0.47,0.22,0.56,0.21,0.13,0.18,0.2,0.1,0.0,0.18,0.21,0.02,0.51,0.88,0.82,0.03,0.54,0.34,0.47,0.19,0.89,0.08,0.45,0.39,0.44,0.46,0.9,0.73,0.67,0.78,0.78,0.28,0.11,0.01,0.24,0.01,0.37,0.33,0.33,0.42,0.5,0.39,0.35,0.41,0.25,0.62,0.91,0.91,0.84,0.7,1.0,0.58,0.79,0.5,0.5,0.01,0.72,0.65,0.63,0.8,0.31,0.51,0.09,0.04,0.03,0.02,0.2,0.2,0.19,0.27,0.31,0.17,0.31,0.0,0.0,0.57,0.61,0.56,0.86,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.17,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1
404,404,0.01,0.64,0.05,0.56,0.11,0.67,0.44,0.48,0.27,0.42,0.0,0.0,0.22,0.49,0.93,0.29,0.47,0.85,0.34,0.23,0.21,0.26,0.17,0.15,0.45,0.19,0.25,0.02,0.51,0.63,0.65,0.18,0.69,0.35,0.22,0.34,0.47,0.28,0.48,0.35,0.57,0.55,0.67,0.52,0.52,0.43,0.59,0.21,0.34,0.01,0.24,0.02,0.29,0.29,0.36,0.44,0.34,0.3,0.34,0.38,0.38,0.5,0.54,0.52,0.65,0.57,0.75,0.46,0.6,0.43,0.5,0.01,0.78,0.52,0.03,0.21,0.63,0.37,0.16,0.24,0.26,0.28,0.24,0.26,0.27,0.27,0.64,0.54,0.37,0.01,0.0,0.5,0.59,0.53,0.61,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,-1
405,405,0.01,0.77,0.09,0.37,0.08,0.95,0.55,0.59,0.38,0.2,0.0,0.0,0.21,0.58,0.22,0.18,0.23,0.81,0.31,0.19,0.13,0.2,0.12,0.07,0.18,0.17,0.19,0.04,0.75,0.96,0.76,0.13,0.76,0.35,0.34,0.24,0.56,0.23,0.6,0.47,0.58,0.61,0.88,0.48,0.41,0.38,0.47,0.33,0.19,0.02,0.44,0.01,0.45,0.47,0.5,0.49,0.33,0.3,0.29,0.26,0.25,0.53,0.79,0.77,0.81,0.8,0.79,0.51,0.82,0.55,0.5,0.03,0.5,0.53,0.35,0.21,0.77,0.87,0.25,0.09,0.11,0.18,0.13,0.23,0.24,0.25,0.64,0.51,0.76,0.0,0.08,0.31,0.45,0.39,0.67,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.04,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,-1
406,406,0.01,0.32,0.02,0.94,0.09,0.02,0.3,0.42,0.25,0.51,0.03,1.0,0.31,0.53,0.23,0.56,0.55,0.28,0.6,0.34,0.3,0.3,0.13,0.13,0.2,0.23,0.26,0.01,0.22,0.26,0.35,0.19,0.36,0.58,0.51,0.31,0.46,0.24,0.5,0.42,0.49,0.52,0.36,0.53,0.57,0.56,0.66,0.73,0.66,0.01,0.28,0.0,0.48,0.48,0.55,0.55,0.13,0.11,0.12,0.11,0.91,0.06,0.15,0.13,0.36,0.41,0.23,0.7,0.07,0.53,0.5,0.01,0.93,0.65,0.04,0.24,0.4,0.11,0.0,0.17,0.14,0.13,0.37,0.37,0.4,0.33,0.72,0.42,0.24,0.0,0.0,0.11,0.79,0.63,0.54,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.46,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1
407,407,0.01,0.55,0.06,0.77,0.07,0.67,0.46,0.49,0.3,0.31,0.03,0.98,0.15,0.54,0.05,0.19,0.43,0.71,0.37,0.15,0.12,0.12,0.18,0.09,0.17,0.24,0.26,0.03,0.62,0.47,0.7,0.03,0.72,0.41,0.39,0.11,0.78,0.09,0.85,0.39,0.83,0.87,0.6,0.36,0.35,0.15,0.4,0.33,0.4,0.02,0.37,0.0,0.5,0.48,0.45,0.44,0.13,0.11,0.09,0.08,0.69,0.17,0.42,0.4,0.59,0.52,0.68,0.45,0.36,0.59,0.0,0.03,0.56,0.5,0.34,0.61,0.42,0.58,0.52,0.11,0.09,0.08,0.24,0.26,0.27,0.27,0.87,0.54,0.47,0.02,0.0,0.1,0.61,0.59,0.72,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.07,0.21,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,-1
408,408,0.06,0.41,0.97,0.23,0.02,0.01,0.44,0.47,0.29,0.42,0.08,1.0,0.21,0.52,0.26,0.28,0.49,0.55,0.31,0.23,0.25,0.42,0.19,0.14,0.42,0.14,0.3,0.08,0.48,0.47,0.58,0.26,0.34,0.52,0.67,0.27,0.74,0.36,0.55,0.44,0.61,0.62,0.49,0.3,0.3,0.31,0.36,0.66,0.62,0.1,0.79,0.0,0.32,0.42,0.54,0.46,0.02,0.02,0.02,0.02,0.96,0.04,0.27,0.25,0.45,0.44,0.48,0.4,0.19,0.53,0.5,0.07,0.75,0.41,0.14,0.33,0.58,0.52,0.37,0.09,0.1,0.12,0.08,0.14,0.18,0.21,0.44,0.32,0.64,0.01,0.0,0.02,0.86,0.55,0.62,0.73,0.01,0.2,0.98,0.27,0.02,0.17,0.27,0.2,0.36,0.47,0.53,0.0,0.0,0.37,0.01,0.64,0.1,0.07,0.16,0.03,0.04,0.01,0.96,1.0,0.36,0.12,1.0,1,1
409,409,0.03,0.29,0.24,0.68,0.36,0.18,0.16,0.32,0.15,0.58,0.04,1.0,0.64,0.53,0.39,0.78,0.51,0.21,0.47,0.75,0.86,0.98,0.25,0.36,0.49,0.29,0.34,0.02,0.16,0.17,0.15,0.9,0.15,0.51,0.39,0.77,0.1,0.88,0.56,0.51,0.62,0.62,0.35,0.59,0.58,0.8,0.58,0.57,0.49,0.02,0.4,0.03,0.36,0.37,0.43,0.5,0.4,0.37,0.39,0.41,0.72,0.16,0.28,0.2,0.28,0.38,0.21,0.48,0.22,0.6,0.0,0.02,0.88,0.43,0.07,0.25,0.35,0.05,0.19,1.0,1.0,1.0,0.79,0.83,1.0,0.82,0.56,0.74,0.14,0.06,0.04,0.48,0.36,0.54,0.48,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.23,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1
410,410,0.04,0.41,0.83,0.29,0.03,0.12,0.37,0.41,0.28,0.66,0.06,1.0,0.12,0.23,0.28,0.34,0.73,0.56,0.61,0.13,0.16,0.3,0.12,0.09,0.59,0.17,0.24,0.1,0.78,0.63,0.77,0.16,0.86,0.2,0.13,0.36,0.46,0.21,0.77,0.47,0.76,0.79,0.46,0.06,0.02,0.07,0.0,0.57,0.58,0.08,0.91,0.02,0.35,0.52,0.57,0.73,0.22,0.3,0.3,0.35,0.81,0.18,0.49,0.41,0.42,0.27,0.6,0.31,0.45,0.79,0.0,0.16,0.23,0.4,0.16,0.2,0.65,0.94,0.45,0.1,0.09,0.1,0.19,0.25,0.27,0.26,0.9,0.42,0.36,0.17,0.06,0.27,0.38,0.43,0.64,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.25,0.17,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1
411,411,0.02,0.49,0.22,0.73,0.09,0.25,0.39,0.51,0.33,0.44,0.0,0.0,0.31,0.57,0.12,0.39,0.47,0.38,0.46,0.32,0.29,0.3,0.23,0.17,0.39,0.21,0.29,0.03,0.36,0.42,0.52,0.24,0.41,0.51,0.27,0.59,0.47,0.35,0.53,0.57,0.58,0.58,0.53,0.43,0.44,0.48,0.34,0.57,0.63,0.03,0.53,0.02,0.43,0.44,0.45,0.52,0.3,0.27,0.25,0.26,0.69,0.26,0.32,0.28,0.48,0.49,0.49,0.37,0.2,0.56,0.0,0.03,0.71,0.38,0.12,0.4,0.13,0.26,0.32,0.28,0.28,0.26,0.44,0.46,0.5,0.48,0.79,0.59,0.68,0.07,0.0,0.29,0.75,0.55,0.69,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.41,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1
412,412,0.01,0.35,0.3,0.74,0.08,0.0,0.31,0.4,0.26,0.61,0.0,0.0,0.22,0.51,0.6,0.41,0.62,0.26,0.58,0.26,0.26,0.28,0.2,0.08,0.51,0.16,0.28,0.01,0.27,0.62,0.61,0.29,0.21,0.38,0.79,0.67,0.63,0.47,0.58,0.47,0.67,0.66,0.26,0.45,0.46,0.59,0.38,0.62,0.73,0.01,0.28,0.0,0.3,0.55,0.51,0.44,0.02,0.03,0.03,0.02,0.98,0.02,0.08,0.08,0.26,0.27,0.28,0.51,0.06,0.58,0.0,0.03,0.69,0.51,0.15,0.62,0.5,0.39,0.23,0.09,0.09,0.12,0.12,0.16,0.17,0.19,0.1,0.32,0.29,0.0,0.0,0.02,0.79,0.61,0.69,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.07,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1
413,413,1.0,0.44,1.0,0.07,0.06,0.02,0.38,0.5,0.33,0.44,1.0,1.0,0.21,0.44,0.09,0.27,0.52,0.81,0.51,0.21,0.23,0.37,0.23,0.14,0.29,0.31,0.43,1.0,0.58,0.51,0.69,0.24,0.61,0.35,0.26,0.56,0.45,0.34,0.78,0.74,0.73,0.79,0.57,0.01,0.0,0.06,0.03,0.47,0.48,1.0,1.0,0.16,0.4,0.41,0.46,0.46,0.09,0.08,0.08,0.07,0.9,0.06,0.5,0.4,0.45,0.47,0.47,0.35,0.21,0.51,0.5,1.0,0.63,0.36,1.0,0.62,0.13,0.47,0.45,0.09,0.08,0.09,0.19,0.24,0.27,0.27,0.55,0.34,0.5,0.67,0.89,0.09,0.75,0.65,0.82,0.81,0.63,0.4,0.37,0.47,0.74,0.39,0.33,0.4,0.28,0.56,0.67,0.01,0.06,0.48,0.37,0.64,0.18,0.23,0.76,1.0,0.67,0.58,0.74,0.0,0.36,0.34,1.0,1,1
414,414,0.02,0.59,0.14,0.83,0.16,0.07,0.58,0.68,0.53,0.21,0.02,0.64,0.5,0.78,0.19,0.4,0.29,0.13,0.36,0.47,0.38,0.36,0.47,0.27,0.39,0.32,0.44,0.01,0.1,0.17,0.3,0.32,0.22,0.68,0.09,0.26,0.26,0.35,0.4,0.57,0.38,0.4,0.49,0.71,0.71,0.78,0.65,0.56,0.59,0.01,0.2,0.01,0.14,0.23,0.36,0.35,0.04,0.06,0.08,0.07,0.85,0.06,0.21,0.2,0.51,0.53,0.44,0.65,0.1,0.52,0.5,0.05,0.56,0.63,0.07,0.48,0.9,0.1,0.24,0.25,0.25,0.26,0.68,0.6,0.6,0.66,0.37,0.57,0.37,0.0,0.0,0.12,0.63,0.35,0.43,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.02,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1
415,415,0.0,0.34,0.02,0.97,0.06,0.03,0.22,0.24,0.11,0.92,0.0,0.0,0.25,0.2,0.14,0.45,0.89,0.16,1.0,0.23,0.24,0.22,0.11,0.23,0.41,0.47,0.35,0.01,0.17,0.24,0.46,0.14,0.34,0.21,0.16,0.3,0.38,0.29,0.41,0.08,0.35,0.38,0.22,0.74,0.71,0.8,0.71,0.54,0.55,0.0,0.14,0.0,0.06,0.1,0.14,0.21,0.02,0.03,0.04,0.06,0.91,0.03,0.09,0.11,0.38,0.3,0.66,0.75,0.08,0.58,0.0,0.02,0.58,0.81,0.02,0.3,0.94,0.19,0.11,0.15,0.13,0.12,0.45,0.4,0.4,0.45,0.46,0.51,0.19,0.0,0.0,0.16,0.16,0.21,0.15,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1
416,416,0.0,0.48,0.0,0.99,0.03,0.02,0.42,0.49,0.3,0.43,0.0,0.0,0.29,0.61,0.53,0.43,0.53,0.22,0.6,0.3,0.25,0.24,0.17,0.34,0.13,0.81,0.44,0.01,0.19,0.32,0.42,0.19,0.24,0.52,0.46,0.35,0.56,0.31,0.53,0.25,0.52,0.55,0.5,0.72,0.71,0.85,0.71,0.76,0.71,0.0,0.08,0.0,0.23,0.17,0.21,0.18,0.02,0.01,0.02,0.01,0.96,0.03,0.21,0.22,0.48,0.5,0.44,0.62,0.09,0.45,0.5,0.01,0.86,0.61,0.09,0.54,0.42,0.27,0.36,0.1,0.09,0.1,0.23,0.25,0.24,0.26,0.25,0.13,0.28,0.0,0.0,0.04,0.8,0.53,0.68,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1
417,417,0.0,0.36,0.03,0.86,0.2,0.29,0.27,0.49,0.29,0.59,0.02,1.0,0.35,0.52,0.26,0.46,0.59,0.16,0.32,0.37,0.34,0.33,0.27,0.07,0.34,0.29,0.43,0.01,0.22,0.61,0.68,0.23,0.49,0.49,0.36,0.24,0.39,0.36,0.26,0.57,0.31,0.29,0.49,0.72,0.74,0.74,0.77,0.27,0.41,0.0,0.24,0.02,0.48,0.44,0.42,0.46,0.97,0.78,0.68,0.67,0.29,0.51,0.25,0.22,0.41,0.56,0.36,0.26,0.26,0.75,0.0,0.02,0.65,0.23,0.02,0.42,0.29,0.15,0.12,0.49,0.47,0.46,0.53,0.6,0.66,0.58,0.66,0.64,1.0,0.0,0.0,0.85,0.51,0.63,0.57,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1
